="[Header]"	
="System"	="TOC-Vcpn"	
="File Ver."	="00.00.01E"	
="User"	="laurel"	
="Date of creation"	="7/28/2019 6:52:01 AM"	
="Comments"	=""	

="[System]"	
="Detector"	="Combustion"	
="Catalyst"	="High Sensitivity"	
="ASI Tray"	="40 mL Vials"	

="[Data]"	
="Type"	="Anal."	="Sample Name"	="Sample ID"	="Origin"	="Cal. Curve"	="Dil."	="Notes"	="Date / Time"	="Spl. No."	="Inj. No."	="Analysis(Inj.)"	="Area"	="Conc."	="Result"	="Excluded"	="Inj. Vol."	
="Standard"	="TN"	="N_cal_25ppm_acid_laurel"	="N_cal_25ppm_acid_laurel"	="C:\TOC3201\CalCurves\Itamar\N_cal_25ppm_acid_laurel.2019_07_28_07_28_26.cal"	=""	1.00	=""	="7/28/2019 7:36:28 AM"	="1"	="1"	="TN"	="2.172"	="0.5000"	=" "	1	="100"	
="Standard"	="TN"	="N_cal_25ppm_acid_laurel"	="N_cal_25ppm_acid_laurel"	="C:\TOC3201\CalCurves\Itamar\N_cal_25ppm_acid_laurel.2019_07_28_07_28_26.cal"	=""	1.00	=""	="7/28/2019 7:39:33 AM"	="1"	="2"	="TN"	="2.532"	="0.5000"	=" "	0	="100"	
="Standard"	="TN"	="N_cal_25ppm_acid_laurel"	="N_cal_25ppm_acid_laurel"	="C:\TOC3201\CalCurves\Itamar\N_cal_25ppm_acid_laurel.2019_07_28_07_28_26.cal"	=""	1.00	=""	="7/28/2019 7:43:05 AM"	="1"	="3"	="TN"	="2.529"	="0.5000"	=" "	0	="100"	
="Standard"	="TN"	="N_cal_25ppm_acid_laurel"	="N_cal_25ppm_acid_laurel"	="C:\TOC3201\CalCurves\Itamar\N_cal_25ppm_acid_laurel.2019_07_28_07_28_26.cal"	=""	1.00	=""	="7/28/2019 7:46:10 AM"	="1"	="4"	="TN"	="2.687"	="0.5000"	=" "	0	="100"	
="Standard"	="TN"	="N_cal_25ppm_acid_laurel"	="N_cal_25ppm_acid_laurel"	="C:\TOC3201\CalCurves\Itamar\N_cal_25ppm_acid_laurel.2019_07_28_07_28_26.cal"	=""	1.00	=""	="7/28/2019 7:53:14 AM"	="2"	="1"	="TN"	="5.094"	="1.000"	=" "	0	="100"	
="Standard"	="TN"	="N_cal_25ppm_acid_laurel"	="N_cal_25ppm_acid_laurel"	="C:\TOC3201\CalCurves\Itamar\N_cal_25ppm_acid_laurel.2019_07_28_07_28_26.cal"	=""	1.00	=""	="7/28/2019 7:56:28 AM"	="2"	="2"	="TN"	="5.201"	="1.000"	=" "	0	="100"	
="Standard"	="TN"	="N_cal_25ppm_acid_laurel"	="N_cal_25ppm_acid_laurel"	="C:\TOC3201\CalCurves\Itamar\N_cal_25ppm_acid_laurel.2019_07_28_07_28_26.cal"	=""	1.00	=""	="7/28/2019 7:59:35 AM"	="2"	="3"	="TN"	="4.915"	="1.000"	=" "	1	="100"	
="Standard"	="TN"	="N_cal_25ppm_acid_laurel"	="N_cal_25ppm_acid_laurel"	="C:\TOC3201\CalCurves\Itamar\N_cal_25ppm_acid_laurel.2019_07_28_07_28_26.cal"	=""	1.00	=""	="7/28/2019 8:02:39 AM"	="2"	="4"	="TN"	="5.140"	="1.000"	=" "	0	="100"	
="Standard"	="TN"	="N_cal_25ppm_acid_laurel"	="N_cal_25ppm_acid_laurel"	="C:\TOC3201\CalCurves\Itamar\N_cal_25ppm_acid_laurel.2019_07_28_07_28_26.cal"	=""	1.00	=""	="7/28/2019 8:10:04 AM"	="3"	="1"	="TN"	="9.067"	="1.667"	=" "	0	="100"	
="Standard"	="TN"	="N_cal_25ppm_acid_laurel"	="N_cal_25ppm_acid_laurel"	="C:\TOC3201\CalCurves\Itamar\N_cal_25ppm_acid_laurel.2019_07_28_07_28_26.cal"	=""	1.00	=""	="7/28/2019 8:13:46 AM"	="3"	="2"	="TN"	="9.900"	="1.667"	=" "	1	="100"	
="Standard"	="TN"	="N_cal_25ppm_acid_laurel"	="N_cal_25ppm_acid_laurel"	="C:\TOC3201\CalCurves\Itamar\N_cal_25ppm_acid_laurel.2019_07_28_07_28_26.cal"	=""	1.00	=""	="7/28/2019 8:17:48 AM"	="3"	="3"	="TN"	="9.526"	="1.667"	=" "	0	="100"	
="Standard"	="TN"	="N_cal_25ppm_acid_laurel"	="N_cal_25ppm_acid_laurel"	="C:\TOC3201\CalCurves\Itamar\N_cal_25ppm_acid_laurel.2019_07_28_07_28_26.cal"	=""	1.00	=""	="7/28/2019 8:21:06 AM"	="3"	="4"	="TN"	="9.217"	="1.667"	=" "	0	="100"	
="Standard"	="TN"	="N_cal_25ppm_acid_laurel"	="N_cal_25ppm_acid_laurel"	="C:\TOC3201\CalCurves\Itamar\N_cal_25ppm_acid_laurel.2019_07_28_07_28_26.cal"	=""	1.00	=""	="7/28/2019 8:24:23 AM"	="3"	="5"	="TN"	="8.430"	="1.667"	=" "	1	="100"	
="Standard"	="TN"	="N_cal_25ppm_acid_laurel"	="N_cal_25ppm_acid_laurel"	="C:\TOC3201\CalCurves\Itamar\N_cal_25ppm_acid_laurel.2019_07_28_07_28_26.cal"	=""	1.00	=""	="7/28/2019 8:31:56 AM"	="4"	="1"	="TN"	="27.02"	="5.000"	=" "	0	="100"	
="Standard"	="TN"	="N_cal_25ppm_acid_laurel"	="N_cal_25ppm_acid_laurel"	="C:\TOC3201\CalCurves\Itamar\N_cal_25ppm_acid_laurel.2019_07_28_07_28_26.cal"	=""	1.00	=""	="7/28/2019 8:35:26 AM"	="4"	="2"	="TN"	="27.47"	="5.000"	=" "	0	="100"	
="Standard"	="TN"	="N_cal_25ppm_acid_laurel"	="N_cal_25ppm_acid_laurel"	="C:\TOC3201\CalCurves\Itamar\N_cal_25ppm_acid_laurel.2019_07_28_07_28_26.cal"	=""	1.00	=""	="7/28/2019 8:38:54 AM"	="4"	="3"	="TN"	="26.49"	="5.000"	=" "	0	="100"	
="Standard"	="TN"	="N_cal_25ppm_acid_laurel"	="N_cal_25ppm_acid_laurel"	="C:\TOC3201\CalCurves\Itamar\N_cal_25ppm_acid_laurel.2019_07_28_07_28_26.cal"	=""	1.00	=""	="7/28/2019 8:46:33 AM"	="5"	="1"	="TN"	="67.70"	="12.50"	=" "	0	="100"	
="Standard"	="TN"	="N_cal_25ppm_acid_laurel"	="N_cal_25ppm_acid_laurel"	="C:\TOC3201\CalCurves\Itamar\N_cal_25ppm_acid_laurel.2019_07_28_07_28_26.cal"	=""	1.00	=""	="7/28/2019 8:50:06 AM"	="5"	="2"	="TN"	="69.25"	="12.50"	=" "	0	="100"	
="Standard"	="TN"	="N_cal_25ppm_acid_laurel"	="N_cal_25ppm_acid_laurel"	="C:\TOC3201\CalCurves\Itamar\N_cal_25ppm_acid_laurel.2019_07_28_07_28_26.cal"	=""	1.00	=""	="7/28/2019 8:53:33 AM"	="5"	="3"	="TN"	="66.72"	="12.50"	=" "	0	="100"	
="Standard"	="TN"	="N_cal_25ppm_acid_laurel"	="N_cal_25ppm_acid_laurel"	="C:\TOC3201\CalCurves\Itamar\N_cal_25ppm_acid_laurel.2019_07_28_07_28_26.cal"	=""	1.00	=""	="7/28/2019 9:00:22 AM"	="6"	="1"	="TN"	="135.2"	="25.00"	=" "	0	="100"	
="Standard"	="TN"	="N_cal_25ppm_acid_laurel"	="N_cal_25ppm_acid_laurel"	="C:\TOC3201\CalCurves\Itamar\N_cal_25ppm_acid_laurel.2019_07_28_07_28_26.cal"	=""	1.00	=""	="7/28/2019 9:04:00 AM"	="6"	="2"	="TN"	="139.2"	="25.00"	=" "	0	="100"	
="Standard"	="TN"	="N_cal_25ppm_acid_laurel"	="N_cal_25ppm_acid_laurel"	="C:\TOC3201\CalCurves\Itamar\N_cal_25ppm_acid_laurel.2019_07_28_07_28_26.cal"	=""	1.00	=""	="7/28/2019 9:07:35 AM"	="6"	="3"	="TN"	="134.2"	="25.00"	=" "	0	="100"	
="Unknown"	="NPOC/TN"	="25 ppm"	="Pyro_!"	="C:\TOC3201\Methods\Itamar\acid_sample.met"	="C:\TOC3201\CalCurves\Itamar\C_cal_100ppm_acid_laurel.2019_07_28_07_23_21.cal"	1.00	=""	="7/28/2019 9:18:06 AM"	="1"	="1"	="NPOC"	="28.65"	="0.000"	="NPOC:0.000mg/L TN:24.94mg/L"	0	="80"	
="Unknown"	="NPOC/TN"	="25 ppm"	="Pyro_!"	="C:\TOC3201\Methods\Itamar\acid_sample.met"	="C:\TOC3201\CalCurves\Itamar\C_cal_100ppm_acid_laurel.2019_07_28_07_23_21.cal"	1.00	=""	="7/28/2019 9:21:20 AM"	="1"	="2"	="NPOC"	="28.45"	="0.000"	="NPOC:0.000mg/L TN:24.94mg/L"	1	="80"	
="Unknown"	="NPOC/TN"	="25 ppm"	="Pyro_!"	="C:\TOC3201\Methods\Itamar\acid_sample.met"	="C:\TOC3201\CalCurves\Itamar\C_cal_100ppm_acid_laurel.2019_07_28_07_23_21.cal"	1.00	=""	="7/28/2019 9:24:46 AM"	="1"	="3"	="NPOC"	="29.58"	="0.000"	="NPOC:0.000mg/L TN:24.94mg/L"	0	="80"	
="Unknown"	="NPOC/TN"	="25 ppm"	="Pyro_!"	="C:\TOC3201\Methods\Itamar\acid_sample.met"	="C:\TOC3201\CalCurves\Itamar\C_cal_100ppm_acid_laurel.2019_07_28_07_23_21.cal"	1.00	=""	="7/28/2019 9:28:16 AM"	="1"	="4"	="NPOC"	="29.39"	="0.000"	="NPOC:0.000mg/L TN:24.94mg/L"	0	="80"	
="Unknown"	="NPOC/TN"	="25 ppm"	="Pyro_!"	="C:\TOC3201\Methods\Itamar\acid_sample.met"	="C:\TOC3201\CalCurves\Itamar\N_cal_25ppm_acid_laurel.2019_07_28_07_28_26.cal"	1.00	=""	="7/28/2019 9:18:06 AM"	="1"	="1"	="TN"	="26.56"	="24.47"	="NPOC:0.000mg/L TN:24.94mg/L"	0	="80"	
="Unknown"	="NPOC/TN"	="25 ppm"	="Pyro_!"	="C:\TOC3201\Methods\Itamar\acid_sample.met"	="C:\TOC3201\CalCurves\Itamar\N_cal_25ppm_acid_laurel.2019_07_28_07_28_26.cal"	1.00	=""	="7/28/2019 9:21:20 AM"	="1"	="2"	="TN"	="25.63"	="23.61"	="NPOC:0.000mg/L TN:24.94mg/L"	1	="80"	
="Unknown"	="NPOC/TN"	="25 ppm"	="Pyro_!"	="C:\TOC3201\Methods\Itamar\acid_sample.met"	="C:\TOC3201\CalCurves\Itamar\N_cal_25ppm_acid_laurel.2019_07_28_07_28_26.cal"	1.00	=""	="7/28/2019 9:24:46 AM"	="1"	="3"	="TN"	="27.32"	="25.16"	="NPOC:0.000mg/L TN:24.94mg/L"	0	="80"	
="Unknown"	="NPOC/TN"	="25 ppm"	="Pyro_!"	="C:\TOC3201\Methods\Itamar\acid_sample.met"	="C:\TOC3201\CalCurves\Itamar\N_cal_25ppm_acid_laurel.2019_07_28_07_28_26.cal"	1.00	=""	="7/28/2019 9:28:16 AM"	="1"	="4"	="TN"	="27.36"	="25.20"	="NPOC:0.000mg/L TN:24.94mg/L"	0	="80"	
="Unknown"	="NPOC/TN"	="DI"	="Pyro_!"	="C:\TOC3201\Methods\Itamar\acid_sample.met"	="C:\TOC3201\CalCurves\Itamar\C_cal_100ppm_acid_laurel.2019_07_28_07_23_21.cal"	1.00	=""	="7/28/2019 9:36:51 AM"	="1"	="1"	="NPOC"	="0.000"	="0.000"	="NPOC:0.000mg/L TN:0.02634mg/L"	1	="80"	
