="[Header]"	
="System"	="TOC-Vcpn"	
="File Ver."	="00.00.01E"	
="User"	="laurel"	
="Date of creation"	="7/28/2019 6:52:01 AM"	
="Comments"	=""	

="[System]"	
="Detector"	="Combustion"	
="Catalyst"	="High Sensitivity"	
="ASI Tray"	="40 mL Vials"	

="[Data]"	
="Type"	="Anal."	="Sample Name"	="Sample ID"	="TOC"	="TC"	="IC"	="POC"	="NPOC"	="TN"	="Unit"	="Vial"	="Date / Time"	
="Unknown"	="NPOC/TN"	="825"	="Pyro_!"	=""	=""	=""	=""	="0.000"	="1.589"	="mg/L"	="35"	="7/28/2019 8:14:24 PM"	
="Unknown"	="NPOC/TN"	="827"	="Pyro_!"	=""	=""	=""	=""	="0.000"	="1.654"	="mg/L"	="36"	="7/28/2019 8:36:25 PM"	
="Unknown"	="NPOC/TN"	="768"	="Pyro_!"	=""	=""	=""	=""	="0.000"	="7.684"	="mg/L"	="37"	="7/28/2019 9:02:05 PM"	
="Unknown"	="NPOC/TN"	="770"	="Pyro_!"	=""	=""	=""	=""	="0.000"	="2.556"	="mg/L"	="38"	="7/28/2019 9:26:06 PM"	
="Unknown"	="NPOC/TN"	="772"	="Pyro_!"	=""	=""	=""	=""	="0.000"	="2.716"	="mg/L"	="39"	="7/28/2019 9:47:13 PM"	
="Unknown"	="NPOC/TN"	="774"	="Pyro_!"	=""	=""	=""	=""	="0.000"	="2.896"	="mg/L"	="40"	="7/28/2019 10:11:33 PM"	
="Unknown"	="NPOC/TN"	="776"	="Pyro_!"	=""	=""	=""	=""	="0.000"	="0.7169"	="mg/L"	="41"	="7/28/2019 10:31:32 PM"	
="Unknown"	="NPOC/TN"	="778"	="Pyro_!"	=""	=""	=""	=""	="0.000"	="0.9767"	="mg/L"	="42"	="7/28/2019 10:56:26 PM"	
="Unknown"	="NPOC/TN"	="780"	="Pyro_!"	=""	=""	=""	=""	="0.000"	="0.7955"	="mg/L"	="43"	="7/28/2019 11:20:07 PM"	
="Unknown"	="NPOC/TN"	="782"	="Pyro_!"	=""	=""	=""	=""	="0.000"	="2.729"	="mg/L"	="44"	="7/28/2019 11:41:15 PM"	
="Unknown"	="NPOC/TN"	="784"	="Pyro_!"	=""	=""	=""	=""	="0.000"	="3.049"	="mg/L"	="45"	="7/29/2019 12:02:06 AM"	
="Unknown"	="NPOC/TN"	="786"	="Pyro_!"	=""	=""	=""	=""	="0.000"	="3.267"	="mg/L"	="46"	="7/29/2019 12:26:44 AM"	
="Unknown"	="NPOC/TN"	="788"	="Pyro_!"	=""	=""	=""	=""	="0.000"	="0.3047"	="mg/L"	="47"	="7/29/2019 12:47:40 AM"	
="Unknown"	="NPOC/TN"	="790"	="Pyro_!"	=""	=""	=""	=""	="0.000"	="0.3075"	="mg/L"	="48"	="7/29/2019 1:09:13 AM"	
="Unknown"	="NPOC/TN"	="792"	="Pyro_!"	=""	=""	=""	=""	="0.000"	="0.3404"	="mg/L"	="49"	="7/29/2019 1:27:34 AM"	
="Unknown"	="NPOC/TN"	="794"	="Pyro_!"	=""	=""	=""	=""	="0.000"	="7.204"	="mg/L"	="50"	="7/29/2019 1:54:47 AM"	
="Unknown"	="NPOC/TN"	="796"	="Pyro_!"	=""	=""	=""	=""	="0.000"	="8.181"	="mg/L"	="51"	="7/29/2019 2:20:31 AM"	
="Unknown"	="NPOC/TN"	="798"	="Pyro_!"	=""	=""	=""	=""	="0.000"	="9.237"	="mg/L"	="52"	="7/29/2019 2:39:34 AM"	
="Unknown"	="NPOC/TN"	="800"	="Pyro_!"	=""	=""	=""	=""	="0.000"	="1.197"	="mg/L"	="53"	="7/29/2019 3:02:50 AM"	
="Unknown"	="NPOC/TN"	="802"	="Pyro_!"	=""	=""	=""	=""	="0.000"	="1.097"	="mg/L"	="54"	="7/29/2019 3:25:39 AM"	
="Unknown"	="NPOC/TN"	="804"	="Pyro_!"	=""	=""	=""	=""	="0.000"	="1.128"	="mg/L"	="55"	="7/29/2019 3:48:39 AM"	
="Unknown"	="NPOC/TN"	="806"	="Pyro_!"	=""	=""	=""	=""	="0.000"	="1.464"	="mg/L"	="56"	="7/29/2019 4:11:35 AM"	
="Unknown"	="NPOC/TN"	="808"	="Pyro_!"	=""	=""	=""	=""	="0.000"	="1.407"	="mg/L"	="57"	="7/29/2019 4:34:34 AM"	
="Unknown"	="NPOC/TN"	="810"	="Pyro_!"	=""	=""	=""	=""	="0.000"	="1.457"	="mg/L"	="58"	="7/29/2019 4:58:08 AM"	
="Unknown"	="NPOC/TN"	="812"	="Pyro_!"	=""	=""	=""	=""	="0.000"	="1.280"	="mg/L"	="59"	="7/29/2019 5:18:05 AM"	
="Unknown"	="NPOC/TN"	="814"	="Pyro_!"	=""	=""	=""	=""	="0.000"	="1.297"	="mg/L"	="60"	="7/29/2019 5:37:52 AM"	
="Unknown"	="NPOC/TN"	="816"	="Pyro_!"	=""	=""	=""	=""	="0.000"	="1.653"	="mg/L"	="61"	="7/29/2019 6:01:34 AM"	
="Unknown"	="NPOC/TN"	="818"	="Pyro_!"	=""	=""	=""	=""	="0.000"	="11.68"	="mg/L"	="62"	="7/29/2019 6:21:33 AM"	
="Unknown"	="NPOC/TN"	="820"	="Pyro_!"	=""	=""	=""	=""	="0.000"	="12.21"	="mg/L"	="63"	="7/29/2019 6:45:42 AM"	
="Unknown"	="NPOC/TN"	="822"	="Pyro_!"	=""	=""	=""	=""	="0.000"	="12.44"	="mg/L"	="64"	="7/29/2019 7:05:24 AM"	
="Unknown"	="NPOC/TN"	="824"	="Pyro_!"	=""	=""	=""	=""	="0.000"	="9.770"	="mg/L"	="65"	="7/29/2019 7:26:48 AM"	
="Unknown"	="NPOC/TN"	="826"	="Pyro_!"	=""	=""	=""	=""	="0.000"	="10.22"	="mg/L"	="66"	="7/29/2019 7:48:00 AM"	
="Unknown"	="NPOC/TN"	="828"	="Pyro_!"	=""	=""	=""	=""	="0.000"	="10.26"	="mg/L"	="67"	="7/29/2019 8:13:52 AM"	
="Unknown"	="NPOC/TN"	="830"	="Pyro_!"	=""	=""	=""	=""	="0.000"	="11.35"	="mg/L"	="68"	="7/29/2019 8:38:18 AM"	
