old_ID,unique_ID,pedon_ID,horizon,State,vial_unfum,unfum_weight,NPOC,TN,vial_fum,fum_weight,fum_NPOC,fum_TN,rep
187,197,66,b,ID,1211,,,,1212,,,,3
189,198,67,b,OR,1219,,,,1220,,,,1
189,198,67,b,OR,1221,,,,1222,,,,2
189,198,67,b,OR,1223,,,,1224,,,,3
,199,72,b,AK,,,,,,,,,1
,199,72,b,AK,,,,,,,,,2
,199,72,b,AK,,,,,,,,,3
,200,73,b,AK,,,,,,,,,1
,200,73,b,AK,,,,,,,,,2
,200,73,b,AK,,,,,,,,,3
