unique_ID,pedon_ID,horizon,location,state,latitude_longitude_full,latitude,longitude,depth_inches,horizon_top_inches,horizon_bottom_inches,horizon_middle_inches,total_depth_sampled_inches,region,soil_order,dominant_vegetation_class,soil_moisture_regime,soil_temperature_regime,elevation_m,horizon_old,mat_c,map_mm,aridity,series_extent_map_acres,common_vegetation,soil_family,soil_series_name,date_sampled,soil_series_checked with red book,mean_GWC,mean_HWC,mean_VWC,mean_db,pH,percent_carbonate,delta13C_vs_VPDB,delta15N_vs_at_air_air,SOC,TN,HH_DOC_mg_g,Fe_mg_g,Al_mg_g,Fe_plus_Al,relative_coarse_fraction,relative_fine_fraction,fine_coarse_ratio,extract,Ca,Mg,Na,K,CEC,mean_DOC_wet,mean_DN_wet,mean_MBC_wet,mean_MBN_wet,texture_class,sand,silt,clay,silt_clay
222,23,litter,Clatsop,OR,"46.06560, -123.65753",46.0656,-123.65753,NA,NA,NA,NA,NA,north west,inceptisol,coniferous forest,udic,mesic,260,litter,9.48,2274,1.972,30881,"Douglas-fir, western hemlock, red alder, Port-Orford cedar, sitka spruce, grand fir, thimbleberry, salal, salmonberry, vine maple and swordfern","Fine-loamy, isotic, isomesic Andic Humudepts",Svensen,6-30-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,24,litter,Siuslaw,OR,"44.48822, -123.53664",44.48822,-123.53664,NA,NA,NA,NA,NA,north west,andisol,coniferous forest,udic,frigid,733,litter,8.72,2757,2.101,62971,"Douglas fir, western hemlock, red alder, red and evergreen huckleberry, vine maple, western swordfern, cascade Oregongrape, Oregon oxalis, and salal","Medial-skeletal, ferrihydritic, frigid Alic Hapludands",caterl,2007-01-19,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,25,litter,Alsea,OR,"44.47251, -123.50966",44.47251,-123.50966,NA,NA,NA,NA,NA,north west,ultisol,coniferous forest,udic,mesic,502,litter,9.49,2456,1.846,172500,"Douglas fir, bigleaf maple, red alder, western hazel, vine maple, Pacific dogwood, western brackenfern, salal, western swordfern, cascade Oregongrape, creambush oceanspray, and baldhip rose","Fine, mixed, active, mesic Typic Palehumults",honeygrove,2007-01-19,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,26,litter,Klamath,OR,"42.40148, -121.79940",42.40148,-121.7994,NA,NA,NA,NA,NA,north west,andisol,coniferous forest,xeric,frigid,1526,litter,6.67,533,0.303,144185,"Overstory vegetation--mainly white fir, with ponderosa pine, sugar pine, Douglas-fir, and incense cedar, Understory vegetation--western princes pine, western fescue, Oregon boxleaf, common snowberry","Medial-skeletal, amorphic, frigid Alfic Humic Haploxerands",Woodcock,2007-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,27,litter,Shasta,CA,"40.17399, -121.03988",40.17399,-121.03988,NA,NA,NA,NA,NA,pacific coast,alfisol,coniferous forest,xeric,frigid,1292,litter,8.73,921,0.455,13565,"Douglas-fir, sugar pine, white fir, Incense-cedar, Jeffery pine, red fir, whitethorn, ceanothus, serviceberry, ribes and sierra chinkapin","Loamy-skeletal, mixed, superactive, frigid Ultic Palexeralfs",Penstock,2007-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,28,litter,El Dorado,CA,"38.80521, -120.10219",38.80521,-120.10219,NA,NA,NA,NA,NA,pacific coast,inceptisol,coniferous forest,xeric,frigid,1997,litter,5.8,911,0.464,187468,"red fir, white fir, Jeffrey pine, lodgepole pine, sugar pine, incense-cedar, chinquapin, huckleberry oak, gooseberry, whitethorn, brackenfern and lupine","Coarse-loamy, mixed, frigid Typic Xerumbrepts",gerle,2007-03-19,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,29,litter,Merklee,CA,"38.66673, -119.66681",38.66673,-119.66681,NA,NA,NA,NA,NA,pacific coast,mollisol,shrubs,xeric,frigid,2202,litter,5.86,561,0.265,20459,"big sagebrush, antelope bitterbrush, and western needlegrass","Loamy-skeletal, mixed, superactive, frigid Typic Argixerolls",heenlake,2007-03-19,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,30,litter,Bishop,CA,"37.33582, -118.48594",37.33582,-118.48594,NA,NA,NA,NA,NA,pacific coast,entisol,shrubs,aridic,thermic,1492,litter,12.27,228,0.077,27751,"spiny hopsage, Nevada ephedra, desert needlegrass and Indian ricegrass","Sandy-skeletal, mixed, thermic Xeric Torriorthents",Goodale,2007-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,31,litter,Death Valley,CA,"36.86487, -116.77128",36.86487,-116.77128,NA,NA,NA,NA,NA,pacific coast,aridisol,shrubs,aridic,thermic,952,litter,16.12,105,0.03,269786,"creosotebush, white bursage, scattered yucca and Joshua tree and annual grasses and forbs","Loamy-skeletal, mixed, superactive, calcareous, thermic Typic Torriorthents",yermo,2007-04-19,skleon - change to yermo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,32,litter,Flagstaff,AZ,"35.21865, -111.52502",35.21865,-111.52502,NA,NA,NA,NA,NA,southwest,mollisol,shrubs,aridic,cryic,1915,litter,8.75,486,0.195,13909,"ponderosa pine, spruce, fir and quaking aspen, with some Arizona fescue, mountain muhly, pine dropseed and Kentucky bluegrass","Fine-loamy over fragmental, mixed Argic Cryoborolls",sizer,2007-06-19,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,33,litter,Jerome,AZ,"34.55027, -111.87759",34.55027,-111.87759,NA,NA,NA,NA,NA,southwest,aridisol,shrubs,ustic,thermic,993,litter,16.91,392,0.121,176,"mesquite, alkali sacaton, threeawn, canotia and rabbitbrush","Coarse-silty, mixed, superactive, thermic Ustic Haplocambids",bewearze,2007-06-19,best guess based on mapped soils in immediate area (NOTCOM),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,34,litter,Tonto,AZ,"34.31288, -111.03776",34.31288,-111.03776,NA,NA,NA,NA,NA,southwest,alfisol,shrubs,ustic,frigid,1741,litter,10.74,579,0.226,27977,"Ponderosa pine, pinyon pine, juniper, shrubs, and grasses","Loamy-skeletal, mixed, superactive, frigid Lithic Haplustalfs",sanchez,2007-06-19,best guess based on mapped soils in immediate area (NOTCOM),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,35,litter,Gallup,NM,"35.50491, -108.50939",35.50491,-108.50939,NA,NA,NA,NA,NA,southwest,aridisol,shrubs,ustic,mesic,2079,litter,9.08,310,0.125,39242,"blue grama, western wheatgrass, bottlebrush squirreltail, needleandthread, galleta, sand dropseed, Indian ricegrass, fourwing saltbush, winterfat, spineless horsebrush, and rubber rabbitbrush","Fine, mixed, superactive, mesic Ustic Haplargids",Hawakuh,2007-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,36,litter,El Malpais,NM,"34.95594, -107.82979",34.95594,-107.82979,NA,NA,NA,NA,NA,southwest,alfisol,shrubs,aridic,mesic,2082,litter,9.98,282,0.111,91685,"pinyon-juniper savanna with an understory of blue grama, bottlebrush squirreltail, and broom snakeweed","Fine-loamy, mixed, superactive, mesic Aridic Haplustalfs",celacy,2007-08-19,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,37,litter,Vegas,NM,"35.53826, -105.16809",35.53826,-105.16809,NA,NA,NA,NA,NA,southwest,entisol,grasses,ustic,mesic,1989,litter,9.43,429,0.176,72724,"blue grama, bottlebrush squirreltail, sand dropseed, ring muhly, snakeweed","Fine-silty, carbonatic, mesic Ustic Torriorthents",karde,2007-08-19,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,38,litter,Kiowa,NM,"36.07344, -104.28123",36.07344,-104.28123,NA,NA,NA,NA,NA,southwest,aridisol,shrubs,ustic,mesic,1795,litter,10.42,392,0.147,171198,"western wheatgrass, alkali sacaton, blue grama, galleta, sideoats grama, and vine mesquite","Fine, mixed, active, mesic Ustic Haplocambids",Litle,2007-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,39,litter,Rita,TX,"36.41055, -102.59466",36.41055,-102.59466,NA,NA,NA,NA,NA,central,alfisol,grasses,ustic,mesic,1279,litter,12.64,427,0.152,340769,"mid grasses and short grasses and includes blue grama, sideoats grama and buffalograss with lesser amounts of western wheatgrass, galleta, silver bluestem and prairieclover","Coarse-loamy, carbonatic, mesic Calcidic Paleustalfs",spurlock,2007-09-19,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,40,litter,Silverton,TX,"34.48575, -101.36531",34.48575,-101.36531,NA,NA,NA,NA,NA,central,mollisol,grasses,ustic,thermic,996,litter,14.3,533,0.187,3098080,"blue grama and buffalograss, with lesser amounts of vine-mesquite, western wheatgrass, galleta or tobosa, silver bluestem, wild alfalfa, and prairie clove","Fine, mixed, superactive, thermic Torrertic Paleustolls",pullman,2007-09-19,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,41,litter,Arbuckle,OK,"34.29457, -96.96809",34.29457,-96.96809,NA,NA,NA,NA,NA,central,mollisol,grasses,ustic,thermic,243,litter,16.78,974,0.429,205269,tall grass,"Fine, smectitic, thermic Udertic Argiustolls",durant,2007-10-19,burleson - change to durant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,42,litter,Bonham,TX,"33.64435, -96.13400",33.64435,-96.134,NA,NA,NA,NA,NA,central,alfisol,mixed coniferous and hardwood forest,udic,thermic,173,litter,17.16,1100,0.502,42499,"mixed hardwoods, mainly post oak and red oak","Fine, mixed, semiactive, thermic Glossaquic Paleudalfs",Porum,2007-10-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,43,litter,Gambil,TX,"33.69976, -95.65833",33.69976,-95.65833,NA,NA,NA,NA,NA,central,mollisol,grasses,udic,thermic,166,litter,16.94,1149,0.54,9845,native tall prairie grasses,"Fine, smectitic, thermic Vertic Argiudolls",parisian,2007-10-19,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,44,litter,Ouachita,AR,"34.68736, -93.81714",34.68736,-93.81714,NA,NA,NA,NA,NA,southeast,ultisol,deciduous hardwood forest,udic,thermic,276,litter,15.2,1352,0.703,50246,"Bermuda grass, Bahaiagrass, tall fescue; where wooded: Red Oak, Post Oak, Blackjack Oak, Sweetgum, Walnuts and Shortleaf Pine","Fine-loamy, siliceous, semiactive, thermic Typic Paleudults",avilla,2007-11-19,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,45,litter,Dagmar,AR,"34.85021, -91.29857",34.85021,-91.29857,NA,NA,NA,NA,NA,southeast,vertisol,deciduous hardwood forest,aquic,thermic,53,litter,16.42,1256,0.613,3718975,bottomland hardwoods,"Very-fine, smectitic, thermic Chromic Epiaquerts",Sharkey,2007-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,46,litter,Lewis,TN,"35.55439, -87.63462",35.55439,-87.63462,NA,NA,NA,NA,NA,southeast,ultisol,deciduous hardwood forest,udic,thermic,276,litter,14.08,1446,0.79,151630,"mixed hardwood forest consisting chiefly of oaks, hickories, and beech","Fine-silty, mixed, semiactive, thermic Typic Fragiudults",lax,2007-12-19,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,47,litter,Prentice,TN,"35.13363, -85.91830",35.13363,-85.9183,NA,NA,NA,NA,NA,southeast,alfisol,deciduous hardwood forest,udic,thermic,564,litter,14,1546,0.874,622346,"hardwoods, chiefly oak, hickory, elm, maple, and redcedar","Fine, mixed, semiactive, thermic Typic Hapludalfs",talbott,2007-12-19,ramsey-change to talbott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,48,litter,Stone Mountain,NC,"36.39753, -81.03891",36.39753,-81.03891,NA,NA,NA,NA,NA,southeast,ultisol,deciduous hardwood forest,udic,mesic,536,litter,12.36,1215,0.744,169922,"scarlet oak, white oak, yellow-poplar, eastern white pine, shortleaf pine, Virginia pine, and northern red oak. Understory plants include mountain-laurel, rhododendron, blueberry, greenbrier, flowering dogwood, black locust, honeysuckle, sourwood, and flame azalea","Fine-loamy, mixed, semiactive, mesic Typic Hapludults",tate,7-15-19,not listed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,49,litter,Jefferson,VA,"37.80105, -79.63214",37.80105,-79.63214,NA,NA,NA,NA,NA,southeast,inceptisol,deciduous hardwood forest,udic,mesic,520,litter,11.52,1049,0.637,152326,"oaks, hickory, yellow poplar and locust","Loamy-skeletal, mixed, active, mesic Ruptic-Ultic Dystrudepts",litz,7-16-19,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,50,litter,Monongahela,WV,"38.96732, -79.23654",38.96732,-79.23654,NA,NA,NA,NA,NA,southeast,alfisol,deciduous hardwood forest,udic,mesic,510,litter,10.64,973,0.624,49682,mixed oaks,"Clayey, mixed, active, mesic Lithic Hapludalfs",opequon,7-16-19,not listed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,51,litter,Finger Lakes,NY,"42.49991, -76.78337",42.49991,-76.78337,NA,NA,NA,NA,NA,northeast,inceptisol,deciduous hardwood forest,aquic,mesic,547,litter,7.08,952,0.728,195885,"sugar maple, white ash, northern red oak, white pine, and hemlock","Fine-loamy, mixed, active, mesic Aeric Fragiaquepts",erie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,52,litter,Waitsfield,VT,"44.18097, -72.81144",44.18097,-72.81144,NA,NA,NA,NA,NA,northeast,spodosol,mixed coniferous and hardwood forest,udic,frigid,260,litter,5.93,1072,0.878,696634,"paper birch, eastern white pine, white ash, red pine, balsam fir, white spruce, sugar maple, yellow birch, and red spruce","Coarse-loamy, isotic, frigid Typic Haplorthods",berkshire,7-23-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,53,litter,White Mountains,NH,"44.33556, -71.45993",44.33556,-71.45993,NA,NA,NA,NA,NA,northeast,inceptisol,mixed coniferous and hardwood forest,aquic,frigid,493,litter,4.59,1101,0.954,282829,"red maple, sugar maple, eastern white pine, yellow birch, red spruce, balsam fir, and northern red oak","Coarse-loamy, mixed, superactive, acid, frigid Humic Endoaquepts",Pillsbury,7-23-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,54,litter,Bangor,ME,"44.96711, -68.54114",44.96711,-68.54114,NA,NA,NA,NA,NA,northeast,spodosol,mixed coniferous and hardwood forest,aquic,frigid,51,litter,6.08,1067,0.828,1676254,"red maple, elm, gray birch, white ash, balsam fir, red and white spruce, tamarack, and some eastern white pine","Coarse-loamy, isotic, frigid Aquic Haplorthods",peru,7-25-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,55,litter,Aroostook,ME,"46.60899, -68.00531",46.60899,-68.00531,NA,NA,NA,NA,NA,northeast,spodosol,mixed coniferous and hardwood forest,aquic,frigid,193,litter,3.84,924,0.803,642598,"sugar maple, yellow birch, paper birch, eastern white pine, red pine, white spruce, red spruce and balsam fir","Coarse-loamy, isotic, frigid Oxyaquic Haplorthods",plaisted,7-26-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,56,litter,John Lusby,NS,"45.93782, -64.24512",45.93782,-64.24512,NA,NA,NA,NA,NA,northeast,spodosol,mixed coniferous and hardwood forest,udic,cryic,4,litter,5.62,1136,1.078,NA,NA,NA,NA,7-30-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,57,litter,Halifax,NS,"44.69163, -63.69352",44.69163,-63.69352,NA,NA,NA,NA,NA,northeast,spodosol,mixed coniferous and hardwood forest,udic,cryic,57,litter,6.56,1448,1.281,NA,NA,NA,NA,7-31-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,58,litter,Kentville,NS,"45.04668, -64.51591",45.04668,-64.51591,NA,NA,NA,NA,NA,northeast,spodosol,mixed coniferous and hardwood forest,udic,cryic,108,litter,6.25,1216,1.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,59,litter,Portobello Creek,NB,"45.90001, -6625795",45.90001,-6625795,NA,NA,NA,NA,NA,northeast,spodosol,deciduous hardwood forest,udic,cryic,12,litter,5.64,1115,0.978,NA,NA,NA,NA,2008-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,60,litter,Cabano,QC,"47.65099, -68.90662",47.65099,-68.90662,NA,NA,NA,NA,NA,northeast,spodosol,deciduous hardwood forest,udic,cryic,178,litter,3.03,1001,0.903,NA,NA,NA,NA,2008-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,61,litter,Trois R,QC,"46.29235, -72.71220",46.29235,-72.7122,NA,NA,NA,NA,NA,northeast,spodosol,mixed coniferous and hardwood forest,udic,cryic,10,litter,4.86,993,0.879,NA,NA,NA,NA,2008-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,62,litter,Vermontville,NY,"44.50437, -74.02173",44.50437,-74.02173,NA,NA,NA,NA,NA,northeast,spodosol,mixed coniferous and hardwood forest,udic,frigid,528,litter,4.34,1042,0.93,937810,"northern red oak, eastern white pine, paper birch, American beech, eastern hemlock, and red pine","Coarse-loamy over sandy or sandy-skeletal, isotic over mixed, frigid Typic Haplorthods",monandock,2008-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,63,litter,Ohio,NY,"43.36009, -74.96688",43.36009,-74.96688,NA,NA,NA,NA,NA,northeast,spodosol,mixed coniferous and hardwood forest,udic,frigid,403,litter,5.73,1258,1.058,815798,"maple, beech, spruce, and pine","Sandy, isotic, frigid Typic Haplorthods",adams,2008-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,64,litter,Moscow,ID,"46.798639, -116.900645",46.798639,-116.900645,NA,NA,NA,NA,NA,west,alfisol,coniferous forest,xeric,frigid,1021.3,litter,7.16,700,0.466,48198,"grand fir, Douglas-fir, western white pine, ponderosa pine, western larch, and lodgepole pine, with an understory of myrtle pachystima, Columbia brome, American trailplant, baldhip rose, starry false-Solomon's-seal, sweetscented bedstraw, pine reedgrass, common snowberry, elk sedge, mallow ninebark, creambush oceanspray, and white spirea","Fine-loamy, isotic, frigid Vitrandic Haploxeralfs",kruse,2008-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,65,litter,Brundage,ID,"44.957924, -116.169671",44.957924,-116.169671,NA,NA,NA,NA,NA,west,entisol,coniferous forest,xeric,frigid,1525.7,litter,4.56,618,0.409,48139,"Douglas-fir, ponderosa pine, white spirea and mallow ninebark","Sandy-skeletal, mixed, frigid Typic Xerorthents",quartzburg variant,2008-10-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,66,litter,Payette,ID,"43.83892, -116.24185",43.83892,-116.24185,NA,NA,NA,NA,NA,west,vertisol,shrubs,xeric,mesic,1286.4,litter,8.44,516,0.261,2217,"eric big sagebrush, antelope bitterbrush, biscuitroot, Idaho fescue and bluebunch wheatgrass","Fine, smectitic, mesic Chromic Haploxererts",doubledia,2008-10-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,67,litter,Wallowa,OR,"45.69370, -117.27432",45.6937,-117.27432,NA,NA,NA,NA,NA,west,andisol,coniferous forest,udic,frigid,1489.8,litter,4.96,496,0.34,217188,"grand fir, western larch, lodgepole pine, twinflower, princes pine, pinegrass, big huckleberry, and round-leaved violet","Ashy over loamy-skeletal, amorphic over isotic, frigid Alfic Udivitrands",syrupcreek,2008-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,68,litter,Ribdon,AK,"68.87527, -148.85725",68.87527,-148.85725,NA,NA,NA,NA,NA,arctic,gelisol,tussock sedges and forbes,aquic,pergelic,435,litter,-9.57,215,0.348,NA,"cottongrass, sedges, forbes, lichen, woody shrubs, mosses",NA,NA,9-16-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,69,litter,Sagavanirktok (Sag),AK,"68.80778, -148.81830",68.80778,-148.8183,NA,NA,NA,NA,NA,arctic,gelisol,tussock sedges and forbes,aquic,pergelic,449,litter,-9.32,217,0.343,NA,"cottongrass, sedges, forbes, lichen, woody shrubs, mosses",NA,NA,9-17-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,70,litter,Flat,AK,"68.72625, -148.96218",68.72625,-148.96218,NA,NA,NA,NA,NA,arctic,gelisol,tussock sedges and forbes,aquic,pergelic,609,litter,-8.37,231,0.333,NA,"cottongrass, sedges, forbes, lichen, woody shrubs, mosses",NA,NA,9-17-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,71,litter,Slope Mountain,AK,"68.68810, -149.08034",68.6881,-149.08034,NA,NA,NA,NA,NA,arctic,gelisol,tussock sedges and forbes,aquic,pergelic,771,litter,-8.77,240,0.371,NA,"cottongrass, sedges, forbes, lichen, woody shrubs, mosses",NA,NA,9-17-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
