old_ID,unique_ID,pedon_ID,horizon,reps,sample_ID,location,rocky,bag_wet_soil,tin_weight,bag_weight,tin_ovendry_weight,tin_airdry_weight
168,191,59,b,2,59-B-Db-1,Portobello Creek,n,129.9,6.7,5.8,100.9,102
168,191,59,b,3,59-B-Db-3,Portobello Creek,n,136.5,6.7,5.8,107.6,108.7
173,192,61,b,1,61-B-Db-1,Trois R,n,127.9,6.7,5.8,109.9,110.4
173,192,61,b,2,61-B-Db-3,Trois R,n,131.1,6.7,5.8,110.8,111.4
173,192,61,b,3,61-B-Db-2,Trois R,n,136,6.7,5.8,114.2,114.8
176,193,62,b,1,62-B-Db-3,Vermontville,n,64.6,6.7,6.1,53.8,54.6
176,193,62,b,2,62-B-Db-2,Vermontville,n,98.5,6.7,6.1,88.6,89.3
176,193,62,b,3,62-B-Db-1,Vermontville,n,100.9,6.7,6.1,80.3,81.4
179,194,63,b,1,63-B-Db-2,Ohio,n,96.9,6.7,6.1,,
179,194,63,b,2,63-B-Db-1,Ohio,n,98.1,6.7,6.1,75.3,76.4
179,194,63,b,3,63-B-Db-3,Ohio,n,106.8,6.7,6.1,,
182,195,64,b,1,64-B-Db-1,Moscow,n,70.6,6.7,5.1,62.1,63.1
182,195,64,b,2,64-B-Db-2,Moscow,n,82.7,6.7,5.1,73.7,74.9
182,195,64,b,3,64-B-Db-3,Moscow,n,84,6.7,5.1,75.6,76.8
185,196,65,b,1,65-B-Db-2,Brundage,n,67.9,6.7,5.1,58.6,61
185,196,65,b,2,65-B-Db-3,Brundage,n,70.7,6.7,5.1,62.3,65
185,196,65,b,3,65-B-Db-1,Brundage,n,92.3,6.7,5.1,81.1,84.4
187,197,66,b,1,66-B-Db-2,Payette,n,64.5,6.7,5.1,62.6,63.4
187,197,66,b,2,66-B-Db-1,Payette,n,91.8,6.7,5.1,88.1,89.4
187,197,66,b,3,66-B-Db-3,Payette,n,92.1,6.7,5.1,89.5,90.7
189,198,67,b,1,67-B-Db-3,Wallowa,n,83.5,6.7,5.1,71.8,74.8
189,198,67,b,2,67-B-Db-2,Wallowa,n,91.7,6.7,5.1,81.1,84.4
189,198,67,b,3,67-B-Db-1,Wallowa,n,96.2,6.7,5.1,85,88.3
,199,72,b,1,72-B-Db-3,Oksrikuyik Creek,,,,,,
,199,72,b,2,72-B-Db-2,Oksrikuyik Creek,,,,,,
,199,72,b,3,72-B-Db-1,Oksrikuyik Creek,,,,,,
,200,73,b,1,73-B-Db-3,Kuparuk River,,,,,,
,200,73,b,2,73-B-Db-2,Kuparuk River,,,,,,
,200,73,b,3,73-B-Db-1,Kuparuk River,,,,,,
