unique_ID,pedon_ID,horizon,rep,soil_weight_g,sand_pom_pan_weight_g,sand_and_POM_and_pan_weight_g,pan_SC1_weight_g,pan_SC2_weight_g,pan_and_SC1_weight_g,pan_and_SC2_weight_g,total_sc_pan_g,total_sc_and_pan_g,coarse_fraction_g,fine_fraction_g,recovery_percent,relative_coarse_fraction,relative_fine_fraction,fine_coarse_ratio
95,28,c,1,9.58,6.869,15.358,11.68,NA,12.924,NA,11.68,12.924,8.489,1.2439999999999998,101.59707724425888,0.8861169102296451,0.12985386221294362,0.146542584521145
96,29,c,1,9.298,6.828,10.174,11.843,NA,17.95,NA,11.843,17.95,3.345999999999999,6.106999999999999,101.66702516670252,0.3598623359862335,0.6568079156807914,1.8251643753735804
97,30,c,1,10.044,6.852,12.748,12.011,NA,16.248,NA,12.011,16.248,5.895999999999999,4.237000000000002,100.88610115491836,0.5870171246515331,0.4218438868976505,0.7186227951153329
98,31,c,1,10.008,6.837,14.921,6.894,NA,8.88,NA,6.894,8.88,8.084,1.9860000000000007,100.61950439648282,0.8077537969624301,0.19844124700239815,0.24567046016823363
99,32,c,1,9.329,6.851,10.285,13.988,NA,20.031,NA,13.988,20.031,3.434,6.042999999999999,101.58645085218137,0.36809947475613675,0.6477650337656768,1.7597553873034362
100,33,c,1,10.015,6.914,11.97,13.952,NA,18.731,NA,13.952,18.731,5.056000000000001,4.779000000000002,98.20269595606592,0.5048427358961558,0.47718422366450336,0.9452136075949369
101,34,c,1,10.032,6.868,9.776,6.758,NA,13.476,NA,6.758,13.476,2.9079999999999995,6.718000000000001,95.95295055821373,0.2898724082934609,0.6696570972886763,2.3101788170563964
102,36,c,1,10.047,6.891,16.132,6.902,NA,7.867,NA,6.902,7.867,9.241000000000001,0.9649999999999999,101.58256195879368,0.9197770478749876,0.09604857171294912,0.10442592792987769
103,37,c,1,10.035,6.848,11.287,13.823,NA,19.199,NA,13.823,19.199,4.439000000000001,5.376000000000001,97.80767314399603,0.442351768809168,0.5357249626307924,1.2110835773822934
104,38,c,1,10.005,6.813,8.146,6.849,NA,15.002,NA,6.849,15.002,1.333000000000001,8.153,94.81259370314842,0.13323338330834592,0.8148925537231384,6.116279069767438
105,39,c,1,10.012,13.76,22.098,13.929,NA,15.585,NA,13.929,15.585,8.338,1.6560000000000006,99.82021574111066,0.8328006392329204,0.16540151817818624,0.19860877908371324
106,40,c,1,10.003,13.823,17.17,13.953,NA,20.32,NA,13.953,20.32,3.3470000000000013,6.367000000000001,97.11086673997804,0.33459962011396593,0.6365090472858144,1.9023005676725422
107,41,c,1,9.061,6.699,8.653,11.835,NA,19.054,NA,11.835,19.054,1.9540000000000006,7.218999999999998,101.2360666593091,0.21564948681161028,0.7967111797814809,3.694472876151482
108,42,c,1,9.373,6.818,8.184,14.153,NA,22.324,NA,14.153,22.324,1.3659999999999997,8.171000000000001,101.74970660407556,0.1457377573882428,0.8717593086525127,5.981698389458275
109,43,c,1,9.333,6.841,8.354,11.849,NA,19.825,NA,11.849,19.825,1.512999999999999,7.975999999999999,101.67148826743808,0.16211293260473578,0.8546019500696452,5.271645736946467
110,44,c,1,10.047,6.881,9.757,6.837,NA,14.059,NA,6.837,14.059,2.8759999999999994,7.2219999999999995,100.50761421319795,0.28625460336418823,0.7188215387677913,2.5111265646731575
111,45,c,1,10.03,11.776,14.905,11.624,NA,18.453,NA,11.624,18.453,3.1289999999999996,6.828999999999999,99.28215353938185,0.3119641076769691,0.6808574277168494,2.1824864173857463
112,46,c,1,10.006,6.698,7.651,13.834,NA,22.659,NA,13.834,22.659,0.9529999999999994,8.825,97.72136717969217,0.09524285428742749,0.8819708175094942,9.26023084994754
113,47,c,1,10.033,6.862,10.314,11.7,NA,18.304,NA,11.7,18.304,3.452,6.603999999999999,100.22924349646168,0.34406458686335095,0.6582278481012658,1.9130938586326764
114,48,c,1,10.046,6.855,13.887,14.123,NA,17.297,NA,14.123,17.297,7.032,3.1740000000000013,101.59267370097554,0.6999800915787379,0.31594664543101747,0.45136518771331074
115,49,c,1,10.039,7.075,11.181,6.769,NA,12.8,NA,6.769,12.8,4.105999999999999,6.031000000000001,100.97619284789323,0.40900488096423937,0.6007570475146927,1.4688261081344378
116,50,c,1,10.03,6.75,7.252,6.622,NA,16.016,NA,6.622,16.016,0.5019999999999998,9.393999999999998,98.66400797607177,0.05004985044865402,0.9365902293120637,18.713147410358573
117,51,c,1,10.025,6.929,9.497,6.97,NA,14.489,NA,6.97,14.489,2.5679999999999996,7.519000000000001,100.61845386533665,0.2561596009975062,0.7500249376558604,2.927959501557633
118,52,c,1,9.246,6.921,11.097,13.958,NA,18.996,NA,13.958,18.996,4.175999999999999,5.0379999999999985,99.65390439108802,0.4516547696301102,0.5448842742807699,1.2064176245210727
119,53,c,1,10.017,11.699,18.319,11.707,NA,15.244,NA,11.707,15.244,6.619999999999999,3.536999999999999,101.39762403913346,0.6608765099331136,0.35309973045822096,0.5342900302114804
120,54,c,1,10.005,14.141,16.022,13.935,NA,21.785,NA,13.935,21.785,1.8809999999999985,7.85,97.26136931534231,0.1880059970014991,0.7846076961519239,4.173312068048913
121,55,c,1,10.03,14.103,18.248,13.906,NA,19.437,NA,13.906,19.437,4.145000000000001,5.531000000000001,96.47058823529414,0.41326021934197427,0.5514456630109672,1.3343787696019296
122,56,c,1,10.031,6.723,13.58,14.094,NA,17.103,NA,14.094,17.103,6.857,3.009000000000002,98.35509919250327,0.6835808992124414,0.2999700927125912,0.4388216421175445
123,57,c,1,8.173,6.849,11.776,11.784,NA,15.066,NA,11.784,15.066,4.927,3.282,100.44047473387985,0.6028386149516701,0.40156613238712835,0.6661254312969352
124,58,c,1,10.037,7.125,12.453,6.993,NA,11.729,NA,6.993,11.729,5.327999999999999,4.735999999999999,100.26900468267408,0.5308359071435687,0.47185413968317214,0.8888888888888888
125,59,c,1,10.03,6.879,8.848,6.832,NA,14.722,NA,6.832,14.722,1.9690000000000012,7.89,98.29511465603193,0.19631106679960134,0.7866400797607178,4.007110208227524
126,60,c,1,9.097,11.942,18.791,13.972,NA,16.397,NA,13.972,16.397,6.849,2.424999999999999,101.9456963834231,0.7528855666703309,0.2665713971639001,0.3540662870492041
127,61,c,1,10.021,11.573,18.247,11.788,NA,14.982,NA,11.788,14.982,6.6739999999999995,3.193999999999999,98.47320626683963,0.6660013970661609,0.3187306656022352,0.4785735690740185
128,62,c,1,10.009,6.841,15.42,6.669,NA,8.216,NA,6.669,8.216,8.579,1.5469999999999997,101.16894794684785,0.8571285842741533,0.15456089519432506,0.18032404709173558
129,63,c,1,10.026,14.134,20.743,11.692,NA,14.995,NA,11.692,14.995,6.608999999999998,3.302999999999999,98.86295631358465,0.6591861160981447,0.3294434470377019,0.4997730367680436
130,64,c,1,10.044,6.765,9.536,6.938,7.067,8.99,11.965,14.005,20.955,2.771,6.9499999999999975,96.78414974113895,0.27588610115491835,0.6919553962564713,2.508119812342114
131,67,c,1,10,13.661,16.027,13.874,NA,21.357,NA,13.874,21.357,2.3660000000000014,7.482999999999999,98.49,0.23660000000000014,0.7482999999999999,3.162721893491122
132,68,c,1,7.442,11.963,14.467,11.909,NA,17.059,NA,11.909,17.059,2.5040000000000013,5.15,102.84869658693903,0.3364686912120399,0.6920182746573502,2.056709265175718
133,69,c,1,8.646,14.105,16.362,11.894,NA,18.19,NA,11.894,18.19,2.256999999999998,6.296000000000001,98.92435808466341,0.26104557020587527,0.7281980106407588,2.789543642002662
134,71,c,1,10.013,14.322,19.861,13.89,NA,18.348,NA,13.89,18.348,5.5390000000000015,4.457999999999998,99.84020772995106,0.5531808648756618,0.4452212124238488,0.804838418487091
136,7,e,1,9.999,11.876,20.84,11.915,NA,12.681,NA,11.915,12.681,8.964,0.766,97.3097309730973,0.8964896489648965,0.0766076607660766,0.08545292280232039
